cam,date,missing
CVTP,2018-05-26,0.0
CVWF,2018-05-26,2.0
MTSR,2018-05-26,0.0
N,2018-05-26,2.0
P,2018-05-26,0.0
R,2018-05-26,0.0
RIMM,2018-05-26,8.0
T,2018-05-26,0.0
TOPI,2018-05-26,0.0
TOTM,2018-05-26,1.0
WHWI,2018-05-26,0.0
WINR,2018-05-26,0.0
WIWR,2018-05-26,1.0
CVTP,2018-05-27,0.0
CVWF,2018-05-27,1.0
MTSR,2018-05-27,0.0
N,2018-05-27,14.0
P,2018-05-27,0.0
R,2018-05-27,0.0
RIMM,2018-05-27,1.0
T,2018-05-27,0.0
TOPI,2018-05-27,0.0
TOTM,2018-05-27,1.0
WHWI,2018-05-27,1.0
WINR,2018-05-27,0.0
WIWR,2018-05-27,1.0
CVTP,2018-05-28,0.0
CVWF,2018-05-28,1.0
MTSR,2018-05-28,1.0
N,2018-05-28,5.0
P,2018-05-28,0.0
R,2018-05-28,0.0
RIMM,2018-05-28,10.0
T,2018-05-28,0.0
TOPI,2018-05-28,0.0
TOTM,2018-05-28,0.0
WHWI,2018-05-28,0.0
WINR,2018-05-28,1.0
WIWR,2018-05-28,1.0
CVTP,2018-05-29,80.0
CVWF,2018-05-29,1.0
MTSR,2018-05-29,0.0
N,2018-05-29,1.0
P,2018-05-29,0.0
R,2018-05-29,0.0
RIMM,2018-05-29,2.0
T,2018-05-29,0.0
TOPI,2018-05-29,0.0
TOTM,2018-05-29,0.0
WHWI,2018-05-29,0.0
WINR,2018-05-29,0.0
WIWR,2018-05-29,0.0
CVTP,2018-05-30,0.0
CVWF,2018-05-30,1.0
MTSR,2018-05-30,1.0
N,2018-05-30,2.0
P,2018-05-30,0.0
R,2018-05-30,0.0
RIMM,2018-05-30,5.0
T,2018-05-30,0.0
TOPI,2018-05-30,0.0
TOTM,2018-05-30,0.0
WHWI,2018-05-30,1.0
WINR,2018-05-30,0.0
WIWR,2018-05-30,0.0
CVTP,2018-05-31,1.0
CVWF,2018-05-31,0.0
MTSR,2018-05-31,0.0
N,2018-05-31,2.0
P,2018-05-31,0.0
R,2018-05-31,0.0
RIMM,2018-05-31,1.0
T,2018-05-31,0.0
TOPI,2018-05-31,0.0
TOTM,2018-05-31,0.0
WHWI,2018-05-31,0.0
WINR,2018-05-31,0.0
WIWR,2018-05-31,0.0
CVTP,2018-06-01,0.0
CVWF,2018-06-01,0.0
MTSR,2018-06-01,1.0
N,2018-06-01,4.0
P,2018-06-01,0.0
R,2018-06-01,0.0
RIMM,2018-06-01,0.0
T,2018-06-01,0.0
TOPI,2018-06-01,0.0
TOTM,2018-06-01,0.0
WHWI,2018-06-01,0.0
WINR,2018-06-01,1.0
WIWR,2018-06-01,0.0
CVTP,2018-06-02,0.0
CVWF,2018-06-02,1.0
MTSR,2018-06-02,0.0
N,2018-06-02,29.0
P,2018-06-02,0.0
R,2018-06-02,1.0
RIMM,2018-06-02,1.0
T,2018-06-02,0.0
TOPI,2018-06-02,0.0
TOTM,2018-06-02,0.0
WHWI,2018-06-02,1.0
WINR,2018-06-02,2.0
WIWR,2018-06-02,0.0
CVTP,2018-06-03,1.0
CVWF,2018-06-03,0.0
MTSR,2018-06-03,0.0
N,2018-06-03,2.0
P,2018-06-03,0.0
R,2018-06-03,0.0
RIMM,2018-06-03,1.0
T,2018-06-03,0.0
TOPI,2018-06-03,0.0
TOTM,2018-06-03,1.0
WHWI,2018-06-03,0.0
WINR,2018-06-03,4.0
WIWR,2018-06-03,0.0
CVTP,2018-06-04,0.0
CVWF,2018-06-04,1.0
MTSR,2018-06-04,0.0
N,2018-06-04,5.0
P,2018-06-04,0.0
R,2018-06-04,0.0
RIMM,2018-06-04,8.0
T,2018-06-04,0.0
TOPI,2018-06-04,0.0
TOTM,2018-06-04,0.0
WHWI,2018-06-04,0.0
WINR,2018-06-04,4.0
WIWR,2018-06-04,1.0
CVTP,2018-06-05,1.0
CVWF,2018-06-05,1.0
MTSR,2018-06-05,0.0
N,2018-06-05,5.0
P,2018-06-05,0.0
R,2018-06-05,1.0
RIMM,2018-06-05,0.0
T,2018-06-05,0.0
TOPI,2018-06-05,0.0
TOTM,2018-06-05,0.0
WHWI,2018-06-05,0.0
WINR,2018-06-05,0.0
WIWR,2018-06-05,0.0
CVTP,2018-06-06,1.0
CVWF,2018-06-06,1.0
MTSR,2018-06-06,1.0
N,2018-06-06,14.0
P,2018-06-06,1.0
R,2018-06-06,1.0
RIMM,2018-06-06,13.0
T,2018-06-06,1.0
TOPI,2018-06-06,1.0
TOTM,2018-06-06,1.0
WHWI,2018-06-06,1.0
WINR,2018-06-06,3.0
WIWR,2018-06-06,1.0
CVTP,2018-06-07,0.0
CVWF,2018-06-07,0.0
MTSR,2018-06-07,0.0
N,2018-06-07,6.0
P,2018-06-07,1.0
R,2018-06-07,1.0
RIMM,2018-06-07,4.0
T,2018-06-07,0.0
TOPI,2018-06-07,0.0
TOTM,2018-06-07,1.0
WHWI,2018-06-07,0.0
WINR,2018-06-07,1.0
WIWR,2018-06-07,0.0
CVTP,2018-06-08,0.0
CVWF,2018-06-08,0.0
MTSR,2018-06-08,1.0
N,2018-06-08,2.0
P,2018-06-08,0.0
R,2018-06-08,0.0
RIMM,2018-06-08,4.0
T,2018-06-08,0.0
TOPI,2018-06-08,0.0
TOTM,2018-06-08,0.0
WHWI,2018-06-08,0.0
WINR,2018-06-08,0.0
WIWR,2018-06-08,1.0
CVTP,2018-06-09,0.0
CVWF,2018-06-09,0.0
MTSR,2018-06-09,0.0
N,2018-06-09,5.0
P,2018-06-09,0.0
R,2018-06-09,0.0
RIMM,2018-06-09,9.0
T,2018-06-09,0.0
TOPI,2018-06-09,0.0
TOTM,2018-06-09,1.0
WHWI,2018-06-09,0.0
WINR,2018-06-09,0.0
WIWR,2018-06-09,0.0
CVTP,2018-06-10,0.0
CVWF,2018-06-10,0.0
MTSR,2018-06-10,0.0
N,2018-06-10,2.0
P,2018-06-10,0.0
R,2018-06-10,0.0
RIMM,2018-06-10,15.0
T,2018-06-10,0.0
TOPI,2018-06-10,0.0
TOTM,2018-06-10,1.0
WHWI,2018-06-10,0.0
WINR,2018-06-10,2.0
WIWR,2018-06-10,3.0
CVTP,2018-06-11,1.0
CVWF,2018-06-11,0.0
MTSR,2018-06-11,0.0
N,2018-06-11,8.0
P,2018-06-11,0.0
R,2018-06-11,1.0
RIMM,2018-06-11,5.0
T,2018-06-11,1.0
TOPI,2018-06-11,0.0
TOTM,2018-06-11,0.0
WHWI,2018-06-11,0.0
WINR,2018-06-11,2.0
WIWR,2018-06-11,0.0
CVTP,2018-06-12,2.0
CVWF,2018-06-12,1.0
MTSR,2018-06-12,1.0
N,2018-06-12,62.0
P,2018-06-12,1.0
R,2018-06-12,0.0
RIMM,2018-06-12,16.0
T,2018-06-12,0.0
TOPI,2018-06-12,0.0
TOTM,2018-06-12,0.0
WHWI,2018-06-12,0.0
WINR,2018-06-12,1.0
WIWR,2018-06-12,0.0
CVTP,2018-06-13,0.0
CVWF,2018-06-13,1.0
MTSR,2018-06-13,0.0
N,2018-06-13,15.0
P,2018-06-13,0.0
R,2018-06-13,0.0
RIMM,2018-06-13,6.0
T,2018-06-13,-4.0
TOPI,2018-06-13,0.0
TOTM,2018-06-13,0.0
WHWI,2018-06-13,0.0
WINR,2018-06-13,2.0
WIWR,2018-06-13,1.0
CVTP,2018-06-14,0.0
CVWF,2018-06-14,0.0
MTSR,2018-06-14,0.0
N,2018-06-14,1.0
P,2018-06-14,0.0
R,2018-06-14,0.0
RIMM,2018-06-14,3.0
T,2018-06-14,-5.0
TOPI,2018-06-14,0.0
TOTM,2018-06-14,0.0
WHWI,2018-06-14,0.0
WINR,2018-06-14,1.0
WIWR,2018-06-14,0.0
CVTP,2018-06-15,52.0
CVWF,2018-06-15,0.0
MTSR,2018-06-15,1.0
N,2018-06-15,1.0
P,2018-06-15,0.0
R,2018-06-15,0.0
RIMM,2018-06-15,55.0
T,2018-06-15,0.0
TOPI,2018-06-15,1.0
TOTM,2018-06-15,0.0
WHWI,2018-06-15,0.0
WINR,2018-06-15,1.0
WIWR,2018-06-15,0.0
CVTP,2018-06-16,0.0
CVWF,2018-06-16,1.0
MTSR,2018-06-16,0.0
N,2018-06-16,4.0
P,2018-06-16,0.0
R,2018-06-16,0.0
RIMM,2018-06-16,58.0
T,2018-06-16,1.0
TOPI,2018-06-16,0.0
TOTM,2018-06-16,0.0
WHWI,2018-06-16,0.0
WINR,2018-06-16,4.0
WIWR,2018-06-16,1.0
CVTP,2018-06-17,0.0
CVWF,2018-06-17,12.0
MTSR,2018-06-17,-4.0
N,2018-06-17,7.0
P,2018-06-17,0.0
R,2018-06-17,3.0
RIMM,2018-06-17,1.0
T,2018-06-17,0.0
TOPI,2018-06-17,0.0
TOTM,2018-06-17,5.0
WHWI,2018-06-17,0.0
WINR,2018-06-17,2.0
WIWR,2018-06-17,1.0
CVTP,2018-06-18,0.0
CVWF,2018-06-18,1.0
MTSR,2018-06-18,0.0
N,2018-06-18,12.0
P,2018-06-18,0.0
R,2018-06-18,0.0
RIMM,2018-06-18,0.0
T,2018-06-18,0.0
TOPI,2018-06-18,0.0
TOTM,2018-06-18,1.0
WHWI,2018-06-18,0.0
WINR,2018-06-18,2.0
WIWR,2018-06-18,0.0
CVTP,2018-06-19,0.0
CVWF,2018-06-19,0.0
MTSR,2018-06-19,0.0
N,2018-06-19,9.0
P,2018-06-19,0.0
R,2018-06-19,3.0
RIMM,2018-06-19,0.0
T,2018-06-19,0.0
TOPI,2018-06-19,0.0
TOTM,2018-06-19,3.0
WHWI,2018-06-19,0.0
WINR,2018-06-19,3.0
WIWR,2018-06-19,0.0
CVTP,2018-06-20,0.0
CVWF,2018-06-20,0.0
MTSR,2018-06-20,0.0
N,2018-06-20,9.0
P,2018-06-20,0.0
R,2018-06-20,0.0
RIMM,2018-06-20,21.0
T,2018-06-20,0.0
TOPI,2018-06-20,0.0
TOTM,2018-06-20,0.0
WHWI,2018-06-20,0.0
WINR,2018-06-20,1.0
WIWR,2018-06-20,0.0
CVTP,2018-06-21,0.0
CVWF,2018-06-21,0.0
MTSR,2018-06-21,0.0
N,2018-06-21,27.0
P,2018-06-21,0.0
R,2018-06-21,2.0
RIMM,2018-06-21,3.0
T,2018-06-21,0.0
TOPI,2018-06-21,0.0
TOTM,2018-06-21,1.0
WHWI,2018-06-21,0.0
WINR,2018-06-21,0.0
WIWR,2018-06-21,0.0
CVTP,2018-06-22,0.0
CVWF,2018-06-22,0.0
MTSR,2018-06-22,0.0
N,2018-06-22,4.0
P,2018-06-22,0.0
R,2018-06-22,0.0
RIMM,2018-06-22,11.0
T,2018-06-22,0.0
TOPI,2018-06-22,0.0
TOTM,2018-06-22,5.0
WHWI,2018-06-22,0.0
WINR,2018-06-22,0.0
WIWR,2018-06-22,0.0
CVTP,2018-06-23,0.0
CVWF,2018-06-23,0.0
MTSR,2018-06-23,0.0
N,2018-06-23,2.0
P,2018-06-23,0.0
R,2018-06-23,1.0
RIMM,2018-06-23,29.0
T,2018-06-23,0.0
TOPI,2018-06-23,0.0
TOTM,2018-06-23,1.0
WHWI,2018-06-23,0.0
WINR,2018-06-23,0.0
WIWR,2018-06-23,0.0
CVTP,2018-06-24,0.0
CVWF,2018-06-24,9.0
MTSR,2018-06-24,0.0
N,2018-06-24,4.0
P,2018-06-24,0.0
R,2018-06-24,0.0
RIMM,2018-06-24,0.0
T,2018-06-24,0.0
TOPI,2018-06-24,0.0
TOTM,2018-06-24,1.0
WHWI,2018-06-24,0.0
WINR,2018-06-24,13.0
WIWR,2018-06-24,0.0
CVTP,2018-06-25,0.0
CVWF,2018-06-25,10.0
MTSR,2018-06-25,0.0
N,2018-06-25,5.0
P,2018-06-25,0.0
R,2018-06-25,0.0
RIMM,2018-06-25,15.0
T,2018-06-25,0.0
TOPI,2018-06-25,0.0
TOTM,2018-06-25,2.0
WHWI,2018-06-25,0.0
WINR,2018-06-25,1.0
WIWR,2018-06-25,0.0
CVTP,2018-06-26,0.0
CVWF,2018-06-26,0.0
MTSR,2018-06-26,0.0
N,2018-06-26,1.0
P,2018-06-26,0.0
R,2018-06-26,1.0
RIMM,2018-06-26,2.0
T,2018-06-26,0.0
TOPI,2018-06-26,0.0
TOTM,2018-06-26,0.0
WHWI,2018-06-26,0.0
WINR,2018-06-26,70.0
WIWR,2018-06-26,0.0
CVTP,2018-06-27,1.0
CVWF,2018-06-27,0.0
MTSR,2018-06-27,0.0
N,2018-06-27,2.0
P,2018-06-27,1.0
R,2018-06-27,0.0
RIMM,2018-06-27,0.0
T,2018-06-27,0.0
TOPI,2018-06-27,0.0
TOTM,2018-06-27,1.0
WHWI,2018-06-27,0.0
WINR,2018-06-27,2.0
WIWR,2018-06-27,0.0
CVTP,2018-06-28,0.0
CVWF,2018-06-28,0.0
MTSR,2018-06-28,0.0
N,2018-06-28,7.0
P,2018-06-28,0.0
R,2018-06-28,0.0
RIMM,2018-06-28,9.0
T,2018-06-28,0.0
TOPI,2018-06-28,0.0
TOTM,2018-06-28,0.0
WHWI,2018-06-28,0.0
WINR,2018-06-28,4.0
WIWR,2018-06-28,0.0
CVTP,2018-06-29,0.0
CVWF,2018-06-29,0.0
MTSR,2018-06-29,0.0
N,2018-06-29,1.0
P,2018-06-29,0.0
R,2018-06-29,0.0
RIMM,2018-06-29,1.0
T,2018-06-29,0.0
TOPI,2018-06-29,0.0
TOTM,2018-06-29,0.0
WHWI,2018-06-29,0.0
WINR,2018-06-29,2.0
WIWR,2018-06-29,0.0
CVTP,2018-06-30,0.0
CVWF,2018-06-30,0.0
MTSR,2018-06-30,0.0
N,2018-06-30,9.0
P,2018-06-30,0.0
R,2018-06-30,2.0
RIMM,2018-06-30,1.0
T,2018-06-30,0.0
TOPI,2018-06-30,0.0
TOTM,2018-06-30,1.0
WHWI,2018-06-30,0.0
WINR,2018-06-30,0.0
WIWR,2018-06-30,0.0
CVTP,2018-07-01,0.0
CVWF,2018-07-01,12.0
MTSR,2018-07-01,0.0
N,2018-07-01,2.0
P,2018-07-01,0.0
R,2018-07-01,0.0
RIMM,2018-07-01,0.0
T,2018-07-01,0.0
TOPI,2018-07-01,0.0
TOTM,2018-07-01,0.0
WHWI,2018-07-01,0.0
WINR,2018-07-01,5.0
WIWR,2018-07-01,0.0
CVTP,2018-07-02,0.0
CVWF,2018-07-02,12.0
MTSR,2018-07-02,0.0
N,2018-07-02,1.0
P,2018-07-02,0.0
R,2018-07-02,1.0
RIMM,2018-07-02,1.0
T,2018-07-02,0.0
TOPI,2018-07-02,0.0
TOTM,2018-07-02,2.0
WHWI,2018-07-02,0.0
WINR,2018-07-02,3.0
WIWR,2018-07-02,0.0
CVTP,2018-07-03,0.0
CVWF,2018-07-03,0.0
MTSR,2018-07-03,0.0
N,2018-07-03,6.0
P,2018-07-03,0.0
R,2018-07-03,2.0
RIMM,2018-07-03,0.0
T,2018-07-03,0.0
TOPI,2018-07-03,0.0
TOTM,2018-07-03,0.0
WHWI,2018-07-03,0.0
WINR,2018-07-03,3.0
WIWR,2018-07-03,0.0
CVTP,2018-07-04,0.0
CVWF,2018-07-04,0.0
MTSR,2018-07-04,0.0
N,2018-07-04,1.0
P,2018-07-04,0.0
R,2018-07-04,2.0
RIMM,2018-07-04,5.0
T,2018-07-04,0.0
TOPI,2018-07-04,0.0
TOTM,2018-07-04,1.0
WHWI,2018-07-04,0.0
WINR,2018-07-04,3.0
WIWR,2018-07-04,1.0
CVTP,2018-07-05,0.0
CVWF,2018-07-05,0.0
MTSR,2018-07-05,0.0
N,2018-07-05,8.0
P,2018-07-05,0.0
R,2018-07-05,0.0
RIMM,2018-07-05,0.0
T,2018-07-05,0.0
TOPI,2018-07-05,0.0
TOTM,2018-07-05,1.0
WHWI,2018-07-05,0.0
WINR,2018-07-05,1.0
WIWR,2018-07-05,0.0
CVTP,2018-07-06,0.0
CVWF,2018-07-06,1.0
MTSR,2018-07-06,0.0
N,2018-07-06,6.0
P,2018-07-06,0.0
R,2018-07-06,1.0
RIMM,2018-07-06,3.0
T,2018-07-06,0.0
TOPI,2018-07-06,0.0
TOTM,2018-07-06,2.0
WHWI,2018-07-06,0.0
WINR,2018-07-06,3.0
WIWR,2018-07-06,0.0
CVTP,2018-07-07,0.0
CVWF,2018-07-07,0.0
MTSR,2018-07-07,0.0
N,2018-07-07,1.0
P,2018-07-07,0.0
R,2018-07-07,0.0
RIMM,2018-07-07,0.0
T,2018-07-07,0.0
TOPI,2018-07-07,0.0
TOTM,2018-07-07,0.0
WHWI,2018-07-07,0.0
WINR,2018-07-07,2.0
WIWR,2018-07-07,0.0
CVTP,2018-07-08,0.0
CVWF,2018-07-08,0.0
MTSR,2018-07-08,0.0
N,2018-07-08,2.0
P,2018-07-08,0.0
R,2018-07-08,0.0
RIMM,2018-07-08,0.0
T,2018-07-08,0.0
TOPI,2018-07-08,0.0
TOTM,2018-07-08,1.0
WHWI,2018-07-08,0.0
WINR,2018-07-08,1.0
WIWR,2018-07-08,3.0
CVTP,2018-07-09,0.0
CVWF,2018-07-09,0.0
MTSR,2018-07-09,0.0
N,2018-07-09,6.0
P,2018-07-09,0.0
R,2018-07-09,1.0
RIMM,2018-07-09,1.0
T,2018-07-09,0.0
TOPI,2018-07-09,0.0
TOTM,2018-07-09,1.0
WHWI,2018-07-09,0.0
WINR,2018-07-09,3.0
WIWR,2018-07-09,0.0
CVTP,2018-07-10,2.0
CVWF,2018-07-10,0.0
MTSR,2018-07-10,0.0
N,2018-07-10,5.0
P,2018-07-10,0.0
R,2018-07-10,0.0
RIMM,2018-07-10,3.0
T,2018-07-10,0.0
TOPI,2018-07-10,0.0
TOTM,2018-07-10,1.0
WHWI,2018-07-10,0.0
WINR,2018-07-10,1.0
WIWR,2018-07-10,0.0
CVTP,2018-07-11,0.0
CVWF,2018-07-11,0.0
MTSR,2018-07-11,0.0
N,2018-07-11,9.0
P,2018-07-11,0.0
R,2018-07-11,0.0
RIMM,2018-07-11,0.0
T,2018-07-11,0.0
TOPI,2018-07-11,0.0
TOTM,2018-07-11,1.0
WHWI,2018-07-11,0.0
WINR,2018-07-11,4.0
WIWR,2018-07-11,1.0
CVTP,2018-07-12,16.0
CVWF,2018-07-12,1.0
MTSR,2018-07-12,0.0
N,2018-07-12,7.0
P,2018-07-12,0.0
R,2018-07-12,0.0
RIMM,2018-07-12,1.0
T,2018-07-12,0.0
TOPI,2018-07-12,13.0
TOTM,2018-07-12,0.0
WHWI,2018-07-12,0.0
WINR,2018-07-12,3.0
WIWR,2018-07-12,0.0
CVTP,2018-07-13,10.0
CVWF,2018-07-13,0.0
MTSR,2018-07-13,0.0
N,2018-07-13,4.0
P,2018-07-13,0.0
R,2018-07-13,2.0
RIMM,2018-07-13,15.0
T,2018-07-13,0.0
TOPI,2018-07-13,11.0
TOTM,2018-07-13,2.0
WHWI,2018-07-13,0.0
WINR,2018-07-13,2.0
WIWR,2018-07-13,0.0
CVTP,2018-07-14,2.0
CVWF,2018-07-14,0.0
MTSR,2018-07-14,0.0
N,2018-07-14,1.0
P,2018-07-14,0.0
R,2018-07-14,2.0
RIMM,2018-07-14,18.0
T,2018-07-14,0.0
TOPI,2018-07-14,1.0
TOTM,2018-07-14,2.0
WHWI,2018-07-14,0.0
WINR,2018-07-14,3.0
WIWR,2018-07-14,0.0
CVTP,2018-07-15,7.0
CVWF,2018-07-15,0.0
MTSR,2018-07-15,0.0
N,2018-07-15,6.0
P,2018-07-15,0.0
R,2018-07-15,0.0
RIMM,2018-07-15,46.0
T,2018-07-15,0.0
TOPI,2018-07-15,5.0
TOTM,2018-07-15,0.0
WHWI,2018-07-15,0.0
WINR,2018-07-15,3.0
WIWR,2018-07-15,0.0
CVTP,2018-07-16,4.0
CVWF,2018-07-16,0.0
MTSR,2018-07-16,0.0
N,2018-07-16,8.0
P,2018-07-16,0.0
R,2018-07-16,0.0
RIMM,2018-07-16,2.0
T,2018-07-16,0.0
TOPI,2018-07-16,4.0
TOTM,2018-07-16,0.0
WHWI,2018-07-16,0.0
WINR,2018-07-16,1.0
WIWR,2018-07-16,0.0
CVTP,2018-07-17,4.0
CVWF,2018-07-17,1.0
MTSR,2018-07-17,0.0
N,2018-07-17,8.0
P,2018-07-17,0.0
R,2018-07-17,0.0
RIMM,2018-07-17,0.0
T,2018-07-17,0.0
TOPI,2018-07-17,4.0
TOTM,2018-07-17,0.0
WHWI,2018-07-17,0.0
WINR,2018-07-17,2.0
WIWR,2018-07-17,0.0
CVTP,2018-07-18,2.0
CVWF,2018-07-18,0.0
MTSR,2018-07-18,0.0
N,2018-07-18,11.0
P,2018-07-18,0.0
R,2018-07-18,1.0
RIMM,2018-07-18,4.0
T,2018-07-18,0.0
TOPI,2018-07-18,2.0
TOTM,2018-07-18,0.0
WHWI,2018-07-18,0.0
WINR,2018-07-18,4.0
WIWR,2018-07-18,3.0
CVTP,2018-07-19,7.0
CVWF,2018-07-19,0.0
MTSR,2018-07-19,0.0
N,2018-07-19,6.0
P,2018-07-19,0.0
R,2018-07-19,2.0
RIMM,2018-07-19,14.0
T,2018-07-19,0.0
TOPI,2018-07-19,7.0
TOTM,2018-07-19,2.0
WHWI,2018-07-19,0.0
WINR,2018-07-19,1.0
WIWR,2018-07-19,0.0
CVTP,2018-07-20,9.0
CVWF,2018-07-20,0.0
MTSR,2018-07-20,0.0
N,2018-07-20,13.0
P,2018-07-20,0.0
R,2018-07-20,0.0
RIMM,2018-07-20,0.0
T,2018-07-20,0.0
TOPI,2018-07-20,9.0
TOTM,2018-07-20,0.0
WHWI,2018-07-20,0.0
WINR,2018-07-20,0.0
WIWR,2018-07-20,0.0
CVTP,2018-07-21,3.0
CVWF,2018-07-21,1.0
MTSR,2018-07-21,0.0
N,2018-07-21,2.0
P,2018-07-21,0.0
R,2018-07-21,2.0
RIMM,2018-07-21,43.0
T,2018-07-21,0.0
TOPI,2018-07-21,2.0
TOTM,2018-07-21,3.0
WHWI,2018-07-21,0.0
WINR,2018-07-21,3.0
WIWR,2018-07-21,0.0
CVTP,2018-07-22,3.0
CVWF,2018-07-22,2.0
MTSR,2018-07-22,0.0
N,2018-07-22,1.0
P,2018-07-22,0.0
R,2018-07-22,0.0
RIMM,2018-07-22,1.0
T,2018-07-22,0.0
TOPI,2018-07-22,6.0
TOTM,2018-07-22,0.0
WHWI,2018-07-22,0.0
WINR,2018-07-22,1.0
WIWR,2018-07-22,0.0
CVTP,2018-07-23,5.0
CVWF,2018-07-23,0.0
MTSR,2018-07-23,0.0
N,2018-07-23,1.0
P,2018-07-23,0.0
R,2018-07-23,0.0
RIMM,2018-07-23,26.0
T,2018-07-23,0.0
TOPI,2018-07-23,8.0
TOTM,2018-07-23,0.0
WHWI,2018-07-23,0.0
WINR,2018-07-23,3.0
WIWR,2018-07-23,0.0
CVTP,2018-07-24,4.0
CVWF,2018-07-24,0.0
MTSR,2018-07-24,0.0
N,2018-07-24,11.0
P,2018-07-24,0.0
R,2018-07-24,1.0
RIMM,2018-07-24,2.0
T,2018-07-24,0.0
TOPI,2018-07-24,5.0
TOTM,2018-07-24,1.0
WHWI,2018-07-24,0.0
WINR,2018-07-24,3.0
WIWR,2018-07-24,0.0
CVTP,2018-07-25,2.0
CVWF,2018-07-25,1.0
MTSR,2018-07-25,0.0
N,2018-07-25,5.0
P,2018-07-25,0.0
R,2018-07-25,0.0
RIMM,2018-07-25,3.0
T,2018-07-25,0.0
TOPI,2018-07-25,3.0
TOTM,2018-07-25,0.0
WHWI,2018-07-25,0.0
WINR,2018-07-25,1.0
WIWR,2018-07-25,0.0
CVTP,2018-07-26,7.0
CVWF,2018-07-26,0.0
MTSR,2018-07-26,0.0
N,2018-07-26,7.0
P,2018-07-26,0.0
R,2018-07-26,0.0
RIMM,2018-07-26,0.0
T,2018-07-26,0.0
TOPI,2018-07-26,7.0
TOTM,2018-07-26,0.0
WHWI,2018-07-26,0.0
WINR,2018-07-26,2.0
WIWR,2018-07-26,0.0
CVTP,2018-07-27,4.0
CVWF,2018-07-27,1.0
MTSR,2018-07-27,0.0
N,2018-07-27,1.0
P,2018-07-27,0.0
R,2018-07-27,0.0
RIMM,2018-07-27,0.0
T,2018-07-27,0.0
TOPI,2018-07-27,14.0
TOTM,2018-07-27,0.0
WHWI,2018-07-27,0.0
WINR,2018-07-27,3.0
WIWR,2018-07-27,0.0
CVTP,2018-07-28,6.0
CVWF,2018-07-28,1.0
MTSR,2018-07-28,0.0
N,2018-07-28,1.0
P,2018-07-28,0.0
R,2018-07-28,0.0
RIMM,2018-07-28,1.0
T,2018-07-28,0.0
TOPI,2018-07-28,6.0
TOTM,2018-07-28,0.0
WHWI,2018-07-28,0.0
WINR,2018-07-28,0.0
WIWR,2018-07-28,0.0
CVTP,2018-07-29,30.0
CVWF,2018-07-29,2.0
MTSR,2018-07-29,0.0
N,2018-07-29,9.0
P,2018-07-29,0.0
R,2018-07-29,0.0
RIMM,2018-07-29,0.0
T,2018-07-29,0.0
TOPI,2018-07-29,33.0
TOTM,2018-07-29,0.0
WHWI,2018-07-29,0.0
WINR,2018-07-29,0.0
WIWR,2018-07-29,0.0
CVTP,2018-07-30,6.0
CVWF,2018-07-30,1.0
MTSR,2018-07-30,0.0
N,2018-07-30,2.0
P,2018-07-30,0.0
R,2018-07-30,0.0
RIMM,2018-07-30,0.0
T,2018-07-30,0.0
TOPI,2018-07-30,7.0
TOTM,2018-07-30,0.0
WHWI,2018-07-30,0.0
WINR,2018-07-30,0.0
WIWR,2018-07-30,0.0
CVTP,2018-07-31,6.0
CVWF,2018-07-31,1.0
MTSR,2018-07-31,0.0
N,2018-07-31,4.0
P,2018-07-31,0.0
R,2018-07-31,0.0
RIMM,2018-07-31,39.0
T,2018-07-31,0.0
TOPI,2018-07-31,6.0
TOTM,2018-07-31,0.0
WHWI,2018-07-31,0.0
WINR,2018-07-31,1.0
WIWR,2018-07-31,3.0
CVTP,2018-08-01,11.0
CVWF,2018-08-01,3.0
MTSR,2018-08-01,1.0
N,2018-08-01,8.0
P,2018-08-01,1.0
R,2018-08-01,0.0
RIMM,2018-08-01,1.0
T,2018-08-01,0.0
TOPI,2018-08-01,11.0
TOTM,2018-08-01,0.0
WHWI,2018-08-01,0.0
WINR,2018-08-01,4.0
WIWR,2018-08-01,2.0
CVTP,2018-08-02,4.0
CVWF,2018-08-02,2.0
MTSR,2018-08-02,0.0
N,2018-08-02,6.0
P,2018-08-02,0.0
R,2018-08-02,0.0
RIMM,2018-08-02,0.0
T,2018-08-02,0.0
TOPI,2018-08-02,6.0
TOTM,2018-08-02,0.0
WHWI,2018-08-02,0.0
WINR,2018-08-02,2.0
WIWR,2018-08-02,0.0
CVTP,2018-08-03,6.0
CVWF,2018-08-03,3.0
MTSR,2018-08-03,0.0
N,2018-08-03,1.0
P,2018-08-03,0.0
R,2018-08-03,1.0
RIMM,2018-08-03,33.0
T,2018-08-03,0.0
TOPI,2018-08-03,5.0
TOTM,2018-08-03,0.0
WHWI,2018-08-03,0.0
WINR,2018-08-03,2.0
WIWR,2018-08-03,1.0
CVTP,2018-08-04,5.0
CVWF,2018-08-04,1.0
MTSR,2018-08-04,0.0
N,2018-08-04,17.0
P,2018-08-04,0.0
R,2018-08-04,1.0
RIMM,2018-08-04,56.0
T,2018-08-04,0.0
TOPI,2018-08-04,6.0
TOTM,2018-08-04,0.0
WHWI,2018-08-04,0.0
WINR,2018-08-04,1.0
WIWR,2018-08-04,1.0
CVTP,2018-08-05,1.0
CVWF,2018-08-05,1.0
MTSR,2018-08-05,0.0
N,2018-08-05,2.0
P,2018-08-05,0.0
R,2018-08-05,0.0
RIMM,2018-08-05,89.0
T,2018-08-05,0.0
TOPI,2018-08-05,1.0
